도로,방향,월자,연도,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월
지방도604호선,하행,차로당도로교통량,2018년,4352,6380,5830,2365,3301,7884,6015,4529,5218,7007,6510,1981
지방도604호선,하행,평균통행속도,2018년,87,90,91,94,92,92,91,89,92,93,91,85
지방도604호선,하행,점유율,2018년,1,1,2,2,2,2,2,2,2,2,2,1
지방도96호선,상행,차로당도로교통량,2018년,6929,9275,9414,1986,5716,9798,10537,7712,11094,12915,11304,8851
지방도96호선,상행,평균통행속도,2018년,72,75,74,83,75,74,64,59,67,66,64,64
지방도96호선,상행,점유율,2018년,2,2,2,2,2,2,3,3,3,3,3,3
지방도96호선,하행,차로당도로교통량,2018년,3583,4667,5181,3991,3172,7775,5786,7261,9417,10292,9285,5098
지방도96호선,하행,평균통행속도,2018년,66,70,71,68,73,73,72,68,71,70,71,57
지방도96호선,하행,점유율,2018년,4,3,4,3,2,3,3,3,3,3,3,4
청연로,상행,차로당도로교통량,2018년,5184,6689,6691,6768,4415,10824,10289,7720,11094,12703,10699,8220
청연로,상행,평균통행속도,2018년,54,55,53,55,54,55,54,52,54,54,55,51
청연로,상행,점유율,2018년,3,3,3,4,4,4,3,3,4,4,3,3
청연로,하행,차로당도로교통량,2018년,3629,4856,4603,4395,2770,6692,6664,5095,7157,8013,7162,5473
청연로,하행,평균통행속도,2018년,60,60,60,60,59,59,59,58,59,59,59,61
청연로,하행,점유율,2018년,3,3,4,5,5,5,5,5,5,5,4,3
충현로,상행,차로당도로교통량,2018년,2712,3378,4024,3786,2296,5552,5388,4289,5818,6821,6146,4194
충현로,상행,평균통행속도,2018년,36,38,36,37,36,36,35,35,36,35,37,37
충현로,상행,점유율,2018년,4,4,6,6,6,6,6,6,6,7,5,4
충현로,하행,차로당도로교통량,2018년,5582,7373,8787,8123,5123,12353,12298,9331,13234,14296,12239,9148
충현로,하행,평균통행속도,2018년,38,39,37,38,38,38,38,38,39,37,38,38
충현로,하행,점유율,2018년,3,3,4,5,4,5,5,4,5,6,4,4
평기길,상행,차로당도로교통량,2018년,1002,1145,1527,1401,909,2202,2260,1674,2106,2496,2365,1602
평기길,상행,평균통행속도,2018년,46,46,47,47,46,46,46,45,46,46,47,46
평기길,상행,점유율,2018년,2,2,3,3,3,3,2,2,2,3,2,2
평기길,하행,차로당도로교통량,2018년,1022,1304,1760,1786,1192,2884,2814,2167,2966,3472,2547,1570
평기길,하행,평균통행속도,2018년,52,51,52,53,51,51,50,51,53,52,53,52
평기길,하행,점유율,2018년,2,2,4,4,4,4,3,3,3,3,2,2
한누리대로,상행,차로당도로교통량,2018년,10128,12883,13654,11866,7197,17124,18621,14946,18205,14524,21046,15888
한누리대로,상행,평균통행속도,2018년,55,57,57,58,59,59,59,58,59,58,57,57
한누리대로,상행,점유율,2018년,5,4,5,5,5,5,5,5,5,5,5,5
한누리대로,하행,차로당도로교통량,2018년,7951,9203,11481,9332,5838,14752,14061,11101,14606,11193,16040,12241
한누리대로,하행,평균통행속도,2018년,53,56,56,56,57,57,56,55,56,56,55,55
한누리대로,하행,점유율,2018년,5,4,5,5,4,4,5,4,5,5,5,5
갈매로,상행,차로당도로교통량,2019년,8224,6183,8591,9465,9710,8808,8897,9229,9021,10217,10045,9578
갈매로,상행,평균통행속도,2019년,54,54,56,58,57,58,57,56,55,56,55,54
갈매로,상행,점유율,2019년,2,1,1,1,1,1,2,2,2,2,2,2
갈매로,하행,차로당도로교통량,2019년,8513,6619,8717,9531,9791,8958,9193,9423,8967,9759,9027,3899
갈매로,하행,평균통행속도,2019년,50,51,52,52,51,52,51,51,52,51,50,55
갈매로,하행,점유율,2019년,2,2,2,2,2,2,2,2,2,2,2,1
당산로,상행,차로당도로교통량,2019년,10045,8412,12432,12128,14368,13425,14380,13258,12447,13852,12288,11895
당산로,상행,평균통행속도,2019년,53,53,53,53,52,50,48,48,49,49,50,49
당산로,상행,점유율,2019년,3,3,4,4,5,4,5,5,5,4,4,3
당산로,하행,차로당도로교통량,2019년,3869,3360,4829,4494,5224,4844,4823,4768,4781,4796,4317,4033
당산로,하행,평균통행속도,2019년,52,52,53,52,51,51,50,51,50,51,50,49
당산로,하행,점유율,2019년,2,2,3,4,4,3,3,4,4,3,3,3
산학리길,상행,차로당도로교통량,2019년,1846,1510,2581,2699,2744,2825,3061,2776,2669,2867,2673,2449
산학리길,상행,평균통행속도,2019년,64,62,66,66,63,61,62,62,61,62,63,64
산학리길,상행,점유율,2019년,2,2,2,3,3,3,2,2,2,2,2,2
산학리길,하행,차로당도로교통량,2019년,1997,1525,2615,3240,4205,4350,4623,4172,4587,4925,4226,3471
산학리길,하행,평균통행속도,2019년,57,58,60,59,60,58,60,61,61,63,63,62
산학리길,하행,점유율,2019년,2,2,2,3,3,3,3,3,3,3,2,2
새내로,상행,차로당도로교통량,2019년,8713,6721,10795,11293,11662,10431,11040,11161,10772,11435,11282,9154
새내로,상행,평균통행속도,2019년,34,35,34,32,32,32,31,30,30,32,33,35
새내로,상행,점유율,2019년,6,6,9,10,10,9,9,9,8,8,8,7
새내로,하행,차로당도로교통량,2019년,3252,2551,3780,4208,4633,3851,4062,4146,3597,3873,3759,3109
새내로,하행,평균통행속도,2019년,43,44,41,39,38,37,37,37,39,39,41,43
새내로,하행,점유율,2019년,4,4,6,7,7,7,7,7,7,6,5,5
시목부강로,상행,차로당도로교통량,2019년,1787,0,6002,7957,8466,7396,7883,7671,7171,7884,7556,7196
시목부강로,상행,평균통행속도,2019년,53,0,53,53,53,53,52,52,52,53,54,54
시목부강로,상행,점유율,2019년,3,0,5,5,6,5,6,5,5,5,4,4
시목부강로,하행,차로당도로교통량,2019년,1164,0,4237,5768,6255,5729,6116,6342,5871,6305,6045,5497
시목부강로,하행,평균통행속도,2019년,51,0,51,50,50,51,50,50,50,51,51,50
시목부강로,하행,점유율,2019년,2,0,3,3,4,3,4,3,3,3,3,3
시청대로,상행,차로당도로교통량,2019년,267,0,3761,8084,8262,7889,7439,7175,7130,7920,6905,6392
시청대로,상행,평균통행속도,2019년,53,0,54,55,55,54,52,50,49,48,48,46
시청대로,상행,점유율,2019년,2,0,2,2,2,2,2,2,3,3,3,3
시청대로,하행,차로당도로교통량,2019년,3557,2654,4235,4682,4745,4615,4899,4426,4372,5211,5278,5256
시청대로,하행,평균통행속도,2019년,51,50,52,53,52,52,51,50,50,50,49,48
시청대로,하행,점유율,2019년,2,2,2,2,2,2,2,2,2,2,2,2
연청로,상행,차로당도로교통량,2019년,9198,7819,10591,11934,12482,11121,11953,12084,11006,12339,11828,10213
연청로,상행,평균통행속도,2019년,86,84,88,88,87,86,85,86,85,86,87,85
연청로,상행,점유율,2019년,2,2,2,2,2,2,2,2,2,2,2,2
연청로,하행,차로당도로교통량,2019년,8115,6625,8404,9644,9982,9124,8601,10040,8650,10163,9648,6547
연청로,하행,평균통행속도,2019년,81,79,80,80,79,80,78,79,79,80,80,81
연청로,하행,점유율,2019년,2,3,3,3,4,3,3,4,3,3,3,2
용연로,상행,차로당도로교통량,2019년,1051,874,1361,1461,1611,1434,1456,1439,1402,1478,1500,1159
용연로,상행,평균통행속도,2019년,62,61,61,61,59,60,58,58,58,60,60,60
용연로,상행,점유율,2019년,2,2,2,2,3,2,2,2,2,2,2,2
용연로,하행,차로당도로교통량,2019년,1662,1341,2163,2196,2538,2429,2428,2423,2318,2595,2568,2343
용연로,하행,평균통행속도,2019년,66,64,66,64,62,63,62,59,60,62,63,61
용연로,하행,점유율,2019년,2,2,2,3,3,3,3,3,3,2,2,2
일반국도1호선,상행,차로당도로교통량,2019년,30413,32984,43668,46180,47872,41762,45234,43444,39892,44193,23483,38125
일반국도1호선,상행,평균통행속도,2019년,76,77,77,78,77,78,77,76,75,77,78,78
일반국도1호선,상행,점유율,2019년,6,4,5,6,6,6,6,6,6,6,6,5
일반국도1호선,하행,차로당도로교통량,2019년,0,18099,42258,44875,45476,40572,45201,45261,45787,49467,44457,46558
일반국도1호선,하행,평균통행속도,2019년,0,83,85,85,84,83,82,83,82,83,82,83
일반국도1호선,하행,점유율,2019년,0,4,5,6,6,5,6,5,5,5,6,4
일반국도36호선,상행,차로당도로교통량,2019년,31207,22197,28778,32131,33717,29080,27576,22714,15911,13655,9183,24995
일반국도36호선,상행,평균통행속도,2019년,52,41,46,59,58,47,50,60,61,61,60,58
일반국도36호선,상행,점유율,2019년,4,5,5,4,4,6,6,3,3,2,2,4
일반국도36호선,하행,차로당도로교통량,2019년,19560,14388,19268,19915,20778,18824,17578,19482,17320,20089,20335,19348
일반국도36호선,하행,평균통행속도,2019년,56,57,55,56,57,52,53,55,55,55,54,52
일반국도36호선,하행,점유율,2019년,5,6,6,5,5,5,5,5,5,5,6,6
절재로,상행,차로당도로교통량,2019년,30361,23372,30242,32589,32547,30637,29078,32077,28246,31111,30044,28215
절재로,상행,평균통행속도,2019년,73,74,76,77,76,76,76,76,75,72,72,72
절재로,상행,점유율,2019년,5,5,5,5,5,5,5,5,5,5,5,5
절재로,하행,차로당도로교통량,2019년,14370,11344,15934,17295,18011,17437,16768,18707,18310,21017,21031,19484
절재로,하행,평균통행속도,2019년,69,68,70,71,69,69,68,68,67,67,66,66
절재로,하행,점유율,2019년,3,3,4,4,4,4,4,4,4,5,5,5
정안세종로,상행,차로당도로교통량,2019년,28401,23655,31107,32492,33431,30954,28494,32461,30289,33475,33080,30604
정안세종로,상행,평균통행속도,2019년,62,62,64,66,66,67,63,64,63,63,62,61
정안세종로,상행,점유율,2019년,3,2,3,3,2,2,3,3,3,3,3,3
정안세종로,하행,차로당도로교통량,2019년,9594,7900,10413,10526,11097,10388,10817,10609,10148,12228,12225,11543
정안세종로,하행,평균통행속도,2019년,69,68,70,71,68,68,70,71,69,69,68,66
정안세종로,하행,점유율,2019년,2,2,2,2,2,2,2,2,2,2,2,2
조치원로,상행,차로당도로교통량,2019년,8358,6870,9274,9819,9725,8540,9078,9859,9030,9935,9192,8657
조치원로,상행,평균통행속도,2019년,38,37,37,35,35,34,33,34,35,37,39,40
조치원로,상행,점유율,2019년,5,6,7,8,9,8,8,7,7,7,6,5
조치원로,하행,차로당도로교통량,2019년,5110,4095,5127,5557,5620,4957,5403,5469,5094,5593,5705,5380
조치원로,하행,평균통행속도,2019년,35,35,34,32,32,32,32,32,33,34,35,35
조치원로,하행,점유율,2019년,6,6,8,10,11,11,10,9,8,8,7,6
지방도604호선,상행,차로당도로교통량,2019년,20819,14558,21347,20931,18759,1989,10906,13418,11567,20496,22865,23449
지방도604호선,상행,평균통행속도,2019년,96,94,98,99,100,89,96,93,93,94,94,93
지방도604호선,상행,점유율,2019년,2,3,2,3,4,3,3,6,4,3,3,2
지방도604호선,하행,차로당도로교통량,2019년,5925,6462,8446,9339,9132,8384,8742,9413,9317,10014,10138,10007
지방도604호선,하행,평균통행속도,2019년,91,90,92,93,93,91,92,91,91,92,91,90
지방도604호선,하행,점유율,2019년,2,1,2,2,2,2,2,2,2,2,2,1
지방도96호선,상행,차로당도로교통량,2019년,11358,8829,11993,12777,12516,11921,11589,12053,11142,12825,11764,11683
지방도96호선,상행,평균통행속도,2019년,66,65,67,68,69,68,65,66,66,66,65,64
지방도96호선,상행,점유율,2019년,3,3,3,3,3,3,3,3,3,3,3,3
지방도96호선,하행,차로당도로교통량,2019년,4212,4582,7724,8205,9729,9341,8294,8478,10418,11257,8014,7791
지방도96호선,하행,평균통행속도,2019년,69,69,68,68,70,72,70,69,69,69,68,65
지방도96호선,하행,점유율,2019년,5,3,3,4,4,3,3,3,3,3,4,5
청연로,상행,차로당도로교통량,2019년,3103,3977,10229,10398,10145,9680,10608,10267,9577,9914,9701,8790
청연로,상행,평균통행속도,2019년,55,53,56,56,54,54,53,54,53,54,53,51
청연로,상행,점유율,2019년,2,3,3,4,4,4,4,4,3,3,3,3
청연로,하행,차로당도로교통량,2019년,2320,2838,7109,7103,6863,6616,7642,7238,6801,7349,7041,6695
청연로,하행,평균통행속도,2019년,62,63,65,64,63,62,61,61,61,56,48,48
청연로,하행,점유율,2019년,3,4,4,5,5,5,5,5,4,5,5,4
충현로,상행,차로당도로교통량,2019년,4759,3835,5702,5707,6320,5337,5444,5268,4970,5389,5390,5081
충현로,상행,평균통행속도,2019년,38,38,37,36,36,36,35,36,36,37,37,37
충현로,상행,점유율,2019년,4,4,5,6,7,7,7,6,6,6,5,4
충현로,하행,차로당도로교통량,2019년,9608,7823,11871,11999,13438,11748,11722,12012,11878,12002,12073,11146
충현로,하행,평균통행속도,2019년,39,39,40,39,38,38,38,38,38,39,39,38
충현로,하행,점유율,2019년,3,3,4,4,4,4,4,4,4,4,4,4
평기길,상행,차로당도로교통량,2019년,1872,769,2166,2181,1855,2039,324,656,351,1164,2136,1941
평기길,상행,평균통행속도,2019년,47,47,47,47,42,45,48,47,47,49,48,47
평기길,상행,점유율,2019년,2,2,2,3,4,3,2,2,2,2,2,2
평기길,하행,차로당도로교통량,2019년,1805,804,2277,2592,3031,2738,2171,811,425,1282,2473,2097
평기길,하행,평균통행속도,2019년,53,53,52,52,49,51,50,51,51,53,53,51
평기길,하행,점유율,2019년,2,2,3,3,4,3,3,3,3,3,2,2
한누리대로,상행,차로당도로교통량,2019년,20324,15680,21126,22081,22502,20371,21541,20798,19226,16743,21188,20252
한누리대로,상행,평균통행속도,2019년,57,58,58,58,57,57,57,56,56,56,56,55
한누리대로,상행,점유율,2019년,5,5,5,6,6,5,5,5,6,6,6,5
한누리대로,하행,차로당도로교통량,2019년,15154,11815,15703,16259,16518,15615,16549,16543,15448,11187,16305,16398
한누리대로,하행,평균통행속도,2019년,55,56,56,56,55,55,55,54,54,54,54,53
한누리대로,하행,점유율,2019년,5,4,5,5,5,5,5,5,5,5,5,5
갈매로,상행,차로당도로교통량,2020년,8516,8467,9035,6213,9898,10772,11204,9297,10700,9566,6130,9820
갈매로,상행,평균통행속도,2020년,54,54,56,44,56,56,55,55,54,54,51,53
갈매로,상행,점유율,2020년,2,2,2,1,2,2,2,2,2,2,2,2
갈매로,하행,차로당도로교통량,2020년,3241,2921,3177,1081,3580,6456,9370,7906,8648,13013,8139,10814
갈매로,하행,평균통행속도,2020년,55,55,57,30,57,52,51,51,50,47,45,43
갈매로,하행,점유율,2020년,1,1,1,1,1,2,2,2,2,2,3,3
구즉세종로,상행,차로당도로교통량,2020년,0,0,0,3642,10517,23681,20752,17752,21489,17544,31567,24733
구즉세종로,상행,평균통행속도,2020년,0,0,0,44,65,64,65,68,65,68,66,73
구즉세종로,상행,점유율,2020년,0,0,0,10,13,14,12,9,12,10,12,6
구즉세종로,하행,차로당도로교통량,2020년,0,0,0,826,2443,14371,12884,9687,0,7468,20058,21477
구즉세종로,하행,평균통행속도,2020년,0,0,0,39,79,79,76,75,0,79,79,77
구즉세종로,하행,점유율,2020년,0,0,0,3,5,5,6,5,0,5,4,5
당산로,상행,차로당도로교통량,2020년,10406,9650,10334,7300,11515,11701,11743,11456,12311,12384,11556,11399
당산로,상행,평균통행속도,2020년,50,50,50,44,48,48,46,47,48,50,49,49
당산로,상행,점유율,2020년,3,3,4,4,5,5,6,5,5,4,4,3
당산로,하행,차로당도로교통량,2020년,3578,3202,3525,2472,4095,4080,4089,4047,4297,4072,3913,3878
당산로,하행,평균통행속도,2020년,51,49,51,42,49,49,46,48,48,50,49,49
당산로,하행,점유율,2020년,2,2,3,3,3,4,4,4,4,3,3,2
산학리길,상행,차로당도로교통량,2020년,1942,1808,2091,1516,2434,2796,2601,2414,2730,2642,2701,2542
산학리길,상행,평균통행속도,2020년,64,62,65,50,62,64,59,59,60,61,62,62
산학리길,상행,점유율,2020년,1,2,2,2,2,2,2,2,2,2,2,2
산학리길,하행,차로당도로교통량,2020년,2981,3051,3419,2576,4104,4362,3985,4032,4452,4432,4191,3810
산학리길,하행,평균통행속도,2020년,64,63,65,50,64,64,60,60,61,63,63,62
산학리길,하행,점유율,2020년,2,2,2,2,3,2,3,3,3,3,2,2
새내로,상행,차로당도로교통량,2020년,5761,5185,5525,3836,6325,6645,6925,6525,7430,9977,10137,9461
새내로,상행,평균통행속도,2020년,34,33,32,19,29,29,29,30,30,32,33,33
새내로,상행,점유율,2020년,7,9,9,7,12,14,13,14,13,11,9,7
새내로,하행,차로당도로교통량,2020년,2194,2351,2432,1711,2893,3150,3340,2813,3129,3418,3450,3242
새내로,하행,평균통행속도,2020년,46,43,45,33,42,39,38,39,39,38,40,40
새내로,하행,점유율,2020년,4,5,5,5,7,8,9,9,7,6,5,4
세종청주로,상행,차로당도로교통량,2020년,0,0,0,3135,4292,6244,5235,2759,5099,4885,8598,8109
세종청주로,상행,평균통행속도,2020년,0,0,0,85,94,96,93,92,93,95,95,95
세종청주로,상행,점유율,2020년,0,0,0,4,4,4,4,3,4,3,3,3
세종청주로,하행,차로당도로교통량,2020년,0,0,0,4410,9451,19052,15939,13316,17828,14688,23932,26097
세종청주로,하행,평균통행속도,2020년,0,0,0,77,84,84,83,82,82,85,83,84
세종청주로,하행,점유율,2020년,0,0,0,5,6,6,6,5,6,5,5,5
시목부강로,상행,차로당도로교통량,2020년,6396,6417,7622,5000,7188,7315,7449,7615,8388,8082,8045,8441
시목부강로,상행,평균통행속도,2020년,54,54,54,45,52,52,50,50,51,53,53,53
시목부강로,상행,점유율,2020년,3,4,4,4,5,5,6,5,6,5,5,4
시목부강로,하행,차로당도로교통량,2020년,4993,4957,5752,4024,6478,6736,6112,5886,6424,6601,6618,6400
시목부강로,하행,평균통행속도,2020년,51,49,52,41,50,50,47,48,48,50,49,50
시목부강로,하행,점유율,2020년,2,3,3,3,3,3,3,3,4,4,4,3
시청대로,상행,차로당도로교통량,2020년,5255,5263,6255,4114,5984,7270,7806,5819,7143,6394,6757,6470
시청대로,상행,평균통행속도,2020년,48,48,49,39,50,49,48,47,48,48,47,46
시청대로,상행,점유율,2020년,2,2,2,2,3,3,3,2,3,3,3,3
시청대로,하행,차로당도로교통량,2020년,4038,3911,4240,2666,4519,5223,5277,3906,4488,4495,4688,4635
시청대로,하행,평균통행속도,2020년,48,48,49,37,50,49,49,48,47,47,48,47
시청대로,하행,점유율,2020년,2,2,2,2,2,2,2,2,2,2,2,2
연청로,상행,차로당도로교통량,2020년,8971,9086,10998,7840,11590,12614,11862,11735,12752,12382,12099,11851
연청로,상행,평균통행속도,2020년,85,84,87,77,86,86,81,84,85,87,86,86
연청로,상행,점유율,2020년,1,2,2,2,2,2,2,2,2,2,2,2
연청로,하행,차로당도로교통량,2020년,7874,8011,9218,6136,9694,9894,9050,7825,9892,9397,9691,9930
연청로,하행,평균통행속도,2020년,82,78,79,61,79,79,75,77,77,79,80,82
연청로,하행,점유율,2020년,2,2,3,3,4,4,4,3,4,3,3,2
용연로,상행,차로당도로교통량,2020년,1036,929,1242,864,1418,1553,1376,1312,1652,1471,1411,1298
용연로,상행,평균통행속도,2020년,61,57,60,43,58,59,57,57,58,60,60,63
용연로,상행,점유율,2020년,2,2,2,2,2,2,2,2,2,2,2,2
용연로,하행,차로당도로교통량,2020년,2119,1863,2098,1413,2393,2650,2561,2420,2676,2793,2705,2424
용연로,하행,평균통행속도,2020년,63,63,63,43,59,60,59,59,60,60,62,62
용연로,하행,점유율,2020년,2,2,3,2,3,3,3,3,3,3,2,2
일반국도1호선,상행,차로당도로교통량,2020년,32431,32944,37668,25323,40751,41114,39806,39807,43529,43489,40161,39849
일반국도1호선,상행,평균통행속도,2020년,76,74,76,67,77,78,75,75,75,77,76,77
일반국도1호선,상행,점유율,2020년,5,5,6,6,6,6,6,6,6,6,6,5
일반국도1호선,하행,차로당도로교통량,2020년,44297,42540,47805,32970,47240,53648,51504,47792,51498,44850,16086,28681
일반국도1호선,하행,평균통행속도,2020년,82,81,84,77,81,81,77,80,80,81,81,81
일반국도1호선,하행,점유율,2020년,4,4,5,6,6,6,6,5,6,5,5,4
일반국도36호선,상행,차로당도로교통량,2020년,27172,26116,30262,20952,33625,33744,33668,27511,25217,24635,29891,29494
일반국도36호선,상행,평균통행속도,2020년,59,59,59,50,59,59,59,60,60,58,57,56
일반국도36호선,상행,점유율,2020년,4,4,4,4,4,5,4,4,4,4,4,4
일반국도36호선,하행,차로당도로교통량,2020년,16997,17077,18669,12563,18917,20076,19331,16984,19799,14988,20111,20241
일반국도36호선,하행,평균통행속도,2020년,54,53,56,46,56,56,55,55,55,55,53,52
일반국도36호선,하행,점유율,2020년,5,5,5,4,5,5,5,5,5,6,6,6
절재로,상행,차로당도로교통량,2020년,25054,24838,27927,18620,26989,28260,29430,25321,27791,25687,26315,26635
절재로,상행,평균통행속도,2020년,73,73,76,68,77,77,76,76,76,76,74,73
절재로,상행,점유율,2020년,5,5,5,4,4,5,5,4,5,4,5,5
절재로,하행,차로당도로교통량,2020년,17161,16684,18551,12641,19576,21890,22460,18840,21339,20001,20048,20264
절재로,하행,평균통행속도,2020년,67,66,68,58,68,68,67,67,67,67,66,66
절재로,하행,점유율,2020년,4,4,4,4,4,5,5,5,5,5,5,4
정안세종로,상행,차로당도로교통량,2020년,28444,27438,30480,20589,32229,33476,34260,31194,35119,23183,26485,26403
정안세종로,상행,평균통행속도,2020년,62,61,61,58,61,60,59,59,58,59,59,58
정안세종로,상행,점유율,2020년,3,3,3,3,3,3,3,3,3,3,3,3
정안세종로,하행,차로당도로교통량,2020년,10236,9460,11011,7275,11441,11715,11496,2210,0,6225,15741,15363
정안세종로,하행,평균통행속도,2020년,66,67,69,58,70,71,69,70,0,120,116,114
정안세종로,하행,점유율,2020년,2,2,2,1,2,2,2,2,0,2,3,2
조치원로,상행,차로당도로교통량,2020년,7794,7239,8101,5296,8251,8599,8620,8935,9090,9400,8614,8453
조치원로,상행,평균통행속도,2020년,40,38,39,30,36,35,35,35,36,37,37,38
조치원로,상행,점유율,2020년,4,5,6,6,7,8,7,7,7,7,6,5
조치원로,하행,차로당도로교통량,2020년,4825,4542,4658,3307,5124,5131,5244,5029,5269,5100,5109,5142
조치원로,하행,평균통행속도,2020년,35,34,34,27,31,31,29,30,31,33,33,36
조치원로,하행,점유율,2020년,6,6,7,8,9,10,11,9,9,8,7,5
지방도604호선,상행,차로당도로교통량,2020년,22002,21738,23270,16511,12556,5417,11379,15165,9320,25665,27375,27103
지방도604호선,상행,평균통행속도,2020년,94,91,95,80,96,94,84,88,88,83,81,81
지방도604호선,상행,점유율,2020년,2,3,3,3,5,4,4,8,9,3,3,3
지방도604호선,하행,차로당도로교통량,2020년,8883,8511,9489,6583,9668,10690,10846,5251,607,9737,11767,10972
지방도604호선,하행,평균통행속도,2020년,90,88,91,76,90,91,88,88,91,91,90,89
지방도604호선,하행,점유율,2020년,1,2,2,2,2,2,2,2,12,2,2,2
지방도96호선,상행,차로당도로교통량,2020년,10231,10217,11196,8551,13403,15057,14221,13694,16617,8985,11412,12374
지방도96호선,상행,평균통행속도,2020년,65,64,67,63,72,74,71,71,72,73,76,76
지방도96호선,상행,점유율,2020년,3,3,3,3,3,3,3,3,3,3,3,3
지방도96호선,하행,차로당도로교통량,2020년,7475,7071,8281,6508,10802,13042,12724,11241,13075,12670,15491,15114
지방도96호선,하행,평균통행속도,2020년,70,68,71,61,73,74,71,73,73,76,76,76
지방도96호선,하행,점유율,2020년,3,4,3,3,3,3,3,3,3,3,3,3
청연로,상행,차로당도로교통량,2020년,7341,6847,7702,5567,8372,8995,8350,8045,9519,8160,8423,8697
청연로,상행,평균통행속도,2020년,53,51,54,45,52,52,49,51,50,52,52,53
청연로,상행,점유율,2020년,3,3,3,3,4,4,4,4,4,3,3,3
청연로,하행,차로당도로교통량,2020년,6115,5820,6659,4453,6625,6845,6383,6293,7490,6914,7070,7458
청연로,하행,평균통행속도,2020년,49,48,48,39,47,46,45,46,47,48,48,47
청연로,하행,점유율,2020년,4,4,5,6,6,6,6,6,6,5,5,4
충현로,상행,차로당도로교통량,2020년,4044,3795,4163,2844,4576,5103,5477,4880,5374,5211,5198,4891
충현로,상행,평균통행속도,2020년,38,37,38,30,36,36,35,35,35,37,37,37
충현로,상행,점유율,2020년,4,4,5,4,6,6,6,5,6,5,5,4
충현로,하행,차로당도로교통량,2020년,9200,8037,8499,5934,10141,11078,11417,10643,10981,11067,11115,10106
충현로,하행,평균통행속도,2020년,39,38,40,33,38,37,36,37,37,38,38,38
충현로,하행,점유율,2020년,3,3,4,3,4,5,4,4,4,4,4,4
평기길,상행,차로당도로교통량,2020년,1240,1484,1799,1192,1656,2252,1874,1489,1405,1977,1892,1733
평기길,상행,평균통행속도,2020년,50,48,49,36,46,47,44,46,46,48,48,49
평기길,상행,점유율,2020년,3,2,3,2,2,3,2,3,3,2,2,2
평기길,하행,차로당도로교통량,2020년,1475,1646,2184,1423,2173,3223,2544,2140,1890,2489,2220,1901
평기길,하행,평균통행속도,2020년,54,53,53,36,51,51,49,49,52,53,53,52
평기길,하행,점유율,2020년,3,2,4,3,3,3,3,3,4,3,2,2
한누리대로,상행,차로당도로교통량,2020년,17806,17861,19191,13170,20309,21735,22106,18260,18455,13285,20349,19036
한누리대로,상행,평균통행속도,2020년,56,55,57,49,56,55,52,52,52,54,54,52
한누리대로,상행,점유율,2020년,5,5,5,5,5,6,6,5,6,5,5,5
한누리대로,하행,차로당도로교통량,2020년,14416,13970,14863,10242,16101,17521,15520,14936,16883,11540,17710,17769
한누리대로,하행,평균통행속도,2020년,54,53,55,46,53,53,52,52,51,52,52,51
한누리대로,하행,점유율,2020년,5,5,5,4,5,6,5,5,6,5,6,5
행복대로,상행,차로당도로교통량,2020년,0,0,0,0,0,15,30,1,3,0,8,7096
행복대로,상행,평균통행속도,2020년,0,0,0,0,0,3,9,23,10,5,21,91
행복대로,상행,점유율,2020년,0,0,0,0,0,5,5,2,2,1,6,2
행복대로,하행,차로당도로교통량,2020년,0,0,0,0,0,0,5,6,9,5,9,79
행복대로,하행,평균통행속도,2020년,0,0,0,0,0,0,25,13,18,14,48,99
행복대로,하행,점유율,2020년,0,0,0,0,0,0,2,7,7,17,2,3
